accepted_by_controlled_cost_greedy,accepted_by_controlled_cost_partial_hungarian,accepted_by_controlled_cost_reciprocal,accepted_by_historical_geometry_first_reciprocal,appearance_distance,controlled_cost,destination_crop_area_median_px2,destination_gt_purity,destination_id,destination_majority_gt_identity,enters_fixed_candidate_graph,gap,geometry_normalized_by_diagonal,geometry_normalized_by_gate,geometry_pixels,historical_decision,incoming_competitor_destination,incoming_competitor_gt_relation,incoming_competitor_source,method,modality,outgoing_competitor_appearance_distance,outgoing_competitor_destination,outgoing_competitor_geometry_pixels,outgoing_competitor_gt_relation,outgoing_competitor_source,posthoc_gt_identity,row_type,sequence,source_crop_area_median_px2,source_gt_purity,source_id,source_majority_gt_identity,split,tracker
True,True,True,True,0.057464659214019775,0.332112758174478,163.15470156259835,1.0,32,14,True,9,0.033874354420017974,0.5047894104767013,27.763417576218576,accepted,32,same_identity,13,,ir,0.057464659214019775,32,27.763417576218576,same_identity,13,14,correct_fragment_opportunity,M3OT/1/ir/val/1-08T,104.19000755308662,1.0,13,14,development,ocsort
False,True,False,False,0.06730049848556519,0.48750821958633167,102.58668024139479,1.0,26,19,True,21,0.03611570892459094,0.5381896638071112,29.600431509391118,lost_incoming_rank,26,different_identity,19,,ir,0.06730049848556519,26,29.600431509391118,same_identity,18,19,correct_fragment_opportunity,M3OT/1/ir/val/1-08T,116.34996032714844,1.0,18,19,development,ocsort
False,True,False,False,0.0700216293334961,0.5317307767250198,138.19722901610658,1.0,27,20,True,21,0.04440981427924221,0.6617868990634058,36.39827944848732,lost_outgoing_rank,27,same_identity,19,,ir,0.0791364312171936,26,15.787194469549657,different_identity,19,20,correct_fragment_opportunity,M3OT/1/ir/val/1-08T,111.54744245301117,1.0,19,20,development,ocsort
True,True,True,True,0.1528381109237671,0.6865275283429534,164.22692603757605,1.0,31,19,True,19,0.061521955237068875,0.9167888819496366,50.423388507230015,accepted,31,same_identity,26,,ir,0.1528381109237671,31,50.423388507230015,same_identity,26,19,correct_fragment_opportunity,M3OT/1/ir/val/1-08T,102.58668024139479,1.0,26,19,development,ocsort
False,False,False,False,0.1805402636528015,1.3429119153666296,105.71982522029793,1.0,39,28,False,20,0.1852303185853483,2.76026820059055,151.81475103248025,geometry_gate,39,different_identity,22,,ir,,,,,,28,correct_fragment_opportunity,M3OT/1/ir/val/1-08T,133.7153567977948,1.0,29,28,development,ocsort
False,False,False,False,0.2600328326225281,0.6819601569391268,154.68581733386964,1.0,47,39,False,4,0.07017741999846897,1.0457710287422868,57.51740658082577,geometry_gate,47,different_identity,45,,ir,,,,,,39,correct_fragment_opportunity,M3OT/1/ir/val/1-08T,208.97346850880422,1.0,46,39,development,ocsort
,,,,0.0791364312171936,0.40583155672344534,102.58668024139479,1.0,26,19,,20,0.019262074609191927,0.2870398994463574,15.787194469549657,,,,,historical_geometry_first_reciprocal,ir,,,,,,,accepted_false_link,M3OT/1/ir/val/1-08T,111.54744245301117,1.0,19,20,development,ocsort
,,,,0.12254953384399414,0.25097896422500293,105.71982522029793,1.0,39,28,,3,0.016403265202732508,0.24443844652836158,13.444114559059887,,,,,historical_geometry_first_reciprocal,ir,,,,,,,accepted_false_link,M3OT/1/ir/val/1-08T,146.7576365112327,1.0,22,23,development,ocsort
,,,,0.25226306915283203,0.570119302843361,154.68581733386964,1.0,47,39,,24,0.004662586724715978,0.0694810113539759,3.8214556244686744,,,,,historical_geometry_first_reciprocal,ir,,,,,,,accepted_false_link,M3OT/1/ir/val/1-08T,215.9784282958135,1.0,45,38,development,ocsort
,,,,0.12254953384399414,0.25097896422500293,105.71982522029793,1.0,39,28,,3,0.016403265202732508,0.24443844652836158,13.444114559059887,,,,,controlled_cost_greedy,ir,,,,,,,accepted_false_link,M3OT/1/ir/val/1-08T,146.7576365112327,1.0,22,23,development,ocsort
,,,,0.0791364312171936,0.40583155672344534,102.58668024139479,1.0,26,19,,20,0.019262074609191927,0.2870398994463574,15.787194469549657,,,,,controlled_cost_greedy,ir,,,,,,,accepted_false_link,M3OT/1/ir/val/1-08T,111.54744245301117,1.0,19,20,development,ocsort
,,,,0.25226306915283203,0.570119302843361,154.68581733386964,1.0,47,39,,24,0.004662586724715978,0.0694810113539759,3.8214556244686744,,,,,controlled_cost_greedy,ir,,,,,,,accepted_false_link,M3OT/1/ir/val/1-08T,215.9784282958135,1.0,45,38,development,ocsort
,,,,0.12254953384399414,0.25097896422500293,105.71982522029793,1.0,39,28,,3,0.016403265202732508,0.24443844652836158,13.444114559059887,,,,,controlled_cost_reciprocal,ir,,,,,,,accepted_false_link,M3OT/1/ir/val/1-08T,146.7576365112327,1.0,22,23,development,ocsort
,,,,0.0791364312171936,0.40583155672344534,102.58668024139479,1.0,26,19,,20,0.019262074609191927,0.2870398994463574,15.787194469549657,,,,,controlled_cost_reciprocal,ir,,,,,,,accepted_false_link,M3OT/1/ir/val/1-08T,111.54744245301117,1.0,19,20,development,ocsort
,,,,0.25226306915283203,0.570119302843361,154.68581733386964,1.0,47,39,,24,0.004662586724715978,0.0694810113539759,3.8214556244686744,,,,,controlled_cost_reciprocal,ir,,,,,,,accepted_false_link,M3OT/1/ir/val/1-08T,215.9784282958135,1.0,45,38,development,ocsort
,,,,0.12254953384399414,0.25097896422500293,105.71982522029793,1.0,39,28,,3,0.016403265202732508,0.24443844652836158,13.444114559059887,,,,,controlled_cost_partial_hungarian,ir,,,,,,,accepted_false_link,M3OT/1/ir/val/1-08T,146.7576365112327,1.0,22,23,development,ocsort
,,,,0.25226306915283203,0.570119302843361,154.68581733386964,1.0,47,39,,24,0.004662586724715978,0.0694810113539759,3.8214556244686744,,,,,controlled_cost_partial_hungarian,ir,,,,,,,accepted_false_link,M3OT/1/ir/val/1-08T,215.9784282958135,1.0,45,38,development,ocsort
True,True,True,True,0.11084067821502686,0.5557741789393073,174.79934228851926,1.0,30,19,True,17,0.04906696759588649,0.7311869427678324,40.21528185223078,accepted,30,same_identity,18,,rgb,0.11084067821502686,30,40.21528185223078,same_identity,18,19,correct_fragment_opportunity,M3OT/1/rgb/val/1-08,85.50677490234375,1.0,18,19,development,bytetrack
True,True,True,True,0.2410796880722046,0.7139593047276908,142.82720790884923,1.0,26,20,True,21,0.042832292151819586,0.6382789539423902,35.10534246683146,accepted,26,same_identity,19,,rgb,0.2410796880722046,26,35.10534246683146,same_identity,19,20,correct_fragment_opportunity,M3OT/1/rgb/val/1-08,112.0,1.0,19,20,development,bytetrack
False,False,False,False,0.0576784610748291,0.9888587919039699,153.6714105606079,1.0,36,28,False,16,0.15038311063826323,2.240981505462479,123.25398280043635,geometry_gate,,,,,rgb,,,,,,28,correct_fragment_opportunity,M3OT/1/rgb/val/1-08,161.99972534179688,1.0,28,28,development,bytetrack
True,True,True,True,0.1589152216911316,0.6620891899034013,171.0,1.0,30,19,True,19,0.05524271728019903,0.8232168307397653,45.27692569068709,accepted,30,same_identity,18,,rgb,0.1589152216911316,30,45.27692569068709,same_identity,18,19,correct_fragment_opportunity,M3OT/1/rgb/val/1-08,90.0,1.0,18,19,development,ocsort
True,True,True,True,0.29257339239120483,0.8193972917913452,136.0,1.0,26,20,True,23,0.04806666166288891,0.716280567403353,39.395431207184416,accepted,26,same_identity,19,,rgb,0.29257339239120483,26,39.395431207184416,same_identity,19,20,correct_fragment_opportunity,M3OT/1/rgb/val/1-08,112.0,1.0,19,20,development,ocsort
False,False,False,False,0.10073620080947876,1.1577311476919918,162.0,1.0,36,28,False,18,0.1702749542554173,2.53740610704438,139.5573358874409,geometry_gate,36,different_identity,23,,rgb,,,,,,28,correct_fragment_opportunity,M3OT/1/rgb/val/1-08,162.0,1.0,28,28,development,ocsort
,,,,0.24637359380722046,0.4488882590107423,162.0,1.0,36,28,,1,0.03302188924923004,0.49208613100815846,27.064737205448715,,,,,historical_geometry_first_reciprocal,rgb,,,,,,,accepted_false_link,M3OT/1/rgb/val/1-08,153.0,1.0,23,24,development,ocsort
,,,,0.24637359380722046,0.4488882590107423,162.0,1.0,36,28,,1,0.03302188924923004,0.49208613100815846,27.064737205448715,,,,,controlled_cost_greedy,rgb,,,,,,,accepted_false_link,M3OT/1/rgb/val/1-08,153.0,1.0,23,24,development,ocsort
,,,,0.24637359380722046,0.4488882590107423,162.0,1.0,36,28,,1,0.03302188924923004,0.49208613100815846,27.064737205448715,,,,,controlled_cost_reciprocal,rgb,,,,,,,accepted_false_link,M3OT/1/rgb/val/1-08,153.0,1.0,23,24,development,ocsort
,,,,0.24637359380722046,0.4488882590107423,162.0,1.0,36,28,,1,0.03302188924923004,0.49208613100815846,27.064737205448715,,,,,controlled_cost_partial_hungarian,rgb,,,,,,,accepted_false_link,M3OT/1/rgb/val/1-08,153.0,1.0,23,24,development,ocsort
True,True,True,True,0.04816049337387085,0.15623252353396114,273.5350501537323,1.0,42,24,True,2,0.016205804676736338,0.24149592602231398,13.28227593122727,accepted,42,same_identity,24,,ir,0.04816049337387085,42,13.28227593122727,same_identity,24,24,correct_fragment_opportunity,M3OT/2/ir/val/2-08T,135.05041982338298,1.0,24,24,development,bytetrack
True,True,True,True,0.02060258388519287,0.14909093387590497,508.33673658547923,1.0,41,28,True,2,0.02093240493788222,0.31193085534373866,17.156197043905625,accepted,41,same_identity,28,,ir,0.02060258388519287,41,17.156197043905625,same_identity,28,28,correct_fragment_opportunity,M3OT/2/ir/val/2-08T,358.5907509177923,1.0,28,28,development,bytetrack
True,True,True,True,0.04514908790588379,0.14879085970868902,247.2295411322266,1.0,43,30,True,2,0.015381276115015151,0.22920895277312112,12.606492402521662,accepted,43,same_identity,30,,ir,0.04514908790588379,43,12.606492402521662,same_identity,30,30,correct_fragment_opportunity,M3OT/2/ir/val/2-08T,111.74229192920029,1.0,30,30,development,bytetrack
True,True,True,True,0.13995838165283203,0.3113589189894868,80.33699336776044,1.0,47,33,True,2,0.02690156290394082,0.40088215145902045,22.048518330246125,accepted,47,same_identity,34,,ir,0.13995838165283203,47,22.048518330246125,same_identity,34,33,correct_fragment_opportunity,M3OT/2/ir/val/2-08T,321.3191845547408,1.0,34,33,development,bytetrack
True,True,True,True,0.030408263206481934,0.22032738882320443,321.6536161308177,1.0,48,34,True,2,0.033080170160504296,0.49295462244800686,27.112504234640376,accepted,48,same_identity,35,,ir,0.030408263206481934,48,27.112504234640376,same_identity,35,34,correct_fragment_opportunity,M3OT/2/ir/val/2-08T,255.48542705876753,1.0,35,34,development,bytetrack
True,True,True,True,0.05974745750427246,0.27603352973518996,228.43798859976232,1.0,44,36,True,2,0.037732026452122785,0.5622757308579951,30.92516519718973,accepted,44,same_identity,37,,ir,0.05974745750427246,44,30.92516519718973,same_identity,37,36,correct_fragment_opportunity,M3OT/2/ir/val/2-08T,87.77909212256782,1.0,37,36,development,bytetrack
False,False,False,False,0.022422492504119873,0.5561491673033928,275.01214448187966,1.0,49,37,False,2,0.102473359746525,1.5270391935631122,83.98715564597117,geometry_gate,,,,,ir,0.02679300308227539,48,47.86816220116961,different_identity,38,37,correct_fragment_opportunity,M3OT/2/ir/val/2-08T,263.4145869752392,1.0,38,37,development,bytetrack
False,False,False,False,0.13739800453186035,0.3735023654705278,268.0902084407862,1.0,45,38,True,2,0.03998486258499548,0.5958470813053822,32.77158947179602,lost_outgoing_rank,45,same_identity,39,,ir,0.11039352416992188,46,24.321926224189713,different_identity,39,38,correct_fragment_opportunity,M3OT/2/ir/val/2-08T,81.98870411986718,1.0,39,38,development,bytetrack
False,False,False,True,0.23034799098968506,0.4082867991673193,230.40743727888912,1.0,46,39,True,2,0.026195940383253256,0.3903670942030077,21.470190181165425,accepted,46,same_identity,40,,ir,0.23034799098968506,46,21.470190181165425,same_identity,40,39,correct_fragment_opportunity,M3OT/2/ir/val/2-08T,76.42088037414942,1.0,40,39,development,bytetrack
,,,,0.2683216333389282,0.5619608413815079,281.45202591782436,1.0,27,27,,2,0.048639064743048764,0.7248104130147631,39.864572715811974,,,,,historical_geometry_first_reciprocal,ir,,,,,,,accepted_false_link,M3OT/2/ir/val/2-08T,136.9874556740251,1.0,16,17,development,bytetrack
,,,,0.11039352416992188,0.29228730700207306,230.40743727888912,1.0,46,39,,2,0.029675364959444124,0.44221684043981296,24.321926224189713,,,,,controlled_cost_greedy,ir,,,,,,,accepted_false_link,M3OT/2/ir/val/2-08T,81.98870411986718,1.0,39,38,development,bytetrack
,,,,0.21364593505859375,0.4734063795276136,268.0902084407862,1.0,45,38,,2,0.043041689518325495,0.6413993550541949,35.27696452798072,,,,,controlled_cost_greedy,ir,,,,,,,accepted_false_link,M3OT/2/ir/val/2-08T,76.42088037414942,1.0,40,39,development,bytetrack
,,,,0.2683216333389282,0.5619608413815079,281.45202591782436,1.0,27,27,,2,0.048639064743048764,0.7248104130147631,39.864572715811974,,,,,controlled_cost_greedy,ir,,,,,,,accepted_false_link,M3OT/2/ir/val/2-08T,136.9874556740251,1.0,16,17,development,bytetrack
,,,,0.11039352416992188,0.29228730700207306,230.40743727888912,1.0,46,39,,2,0.029675364959444124,0.44221684043981296,24.321926224189713,,,,,controlled_cost_reciprocal,ir,,,,,,,accepted_false_link,M3OT/2/ir/val/2-08T,81.98870411986718,1.0,39,38,development,bytetrack
,,,,0.2683216333389282,0.5619608413815079,281.45202591782436,1.0,27,27,,2,0.048639064743048764,0.7248104130147631,39.864572715811974,,,,,controlled_cost_reciprocal,ir,,,,,,,accepted_false_link,M3OT/2/ir/val/2-08T,136.9874556740251,1.0,16,17,development,bytetrack
,,,,0.11039352416992188,0.29228730700207306,230.40743727888912,1.0,46,39,,2,0.029675364959444124,0.44221684043981296,24.321926224189713,,,,,controlled_cost_partial_hungarian,ir,,,,,,,accepted_false_link,M3OT/2/ir/val/2-08T,81.98870411986718,1.0,39,38,development,bytetrack
,,,,0.21364593505859375,0.4734063795276136,268.0902084407862,1.0,45,38,,2,0.043041689518325495,0.6413993550541949,35.27696452798072,,,,,controlled_cost_partial_hungarian,ir,,,,,,,accepted_false_link,M3OT/2/ir/val/2-08T,76.42088037414942,1.0,40,39,development,bytetrack
,,,,0.2683216333389282,0.5619608413815079,281.45202591782436,1.0,27,27,,2,0.048639064743048764,0.7248104130147631,39.864572715811974,,,,,controlled_cost_partial_hungarian,ir,,,,,,,accepted_false_link,M3OT/2/ir/val/2-08T,136.9874556740251,1.0,16,17,development,bytetrack
True,True,True,True,0.1227489709854126,0.3080644156162345,78.2142108399421,1.0,17,3,True,4,0.025614104111163705,0.38169667689732817,20.99331722935305,accepted,17,same_identity,2,,ir,0.1227489709854126,17,20.99331722935305,same_identity,2,3,correct_fragment_opportunity,M3OT/2/ir/val/2-08T,158.05157169187441,1.0,2,3,development,ocsort
True,True,True,True,0.05695652961730957,0.2070967735628685,275.414274926763,1.0,42,24,True,4,0.02000439949646318,0.298101888630907,16.395603874699884,accepted,42,same_identity,24,,ir,0.05695652961730957,42,16.395603874699884,same_identity,24,24,correct_fragment_opportunity,M3OT/2/ir/val/2-08T,133.71621521608904,1.0,24,24,development,ocsort
True,True,True,True,0.0407940149307251,0.21758340637093057,529.1250228881836,1.0,41,28,True,4,0.025730879077752046,0.38343683601037476,21.08902598057061,accepted,41,same_identity,28,,ir,0.0407940149307251,41,21.08902598057061,same_identity,28,28,correct_fragment_opportunity,M3OT/2/ir/val/2-08T,356.7821713257581,1.0,28,28,development,ocsort
True,True,True,True,0.03839302062988281,0.17905544656435216,237.07868057861924,1.0,43,30,True,4,0.01851158700324906,0.27585627092678044,15.172094900972924,accepted,43,same_identity,30,,ir,0.03839302062988281,43,15.172094900972924,same_identity,30,30,correct_fragment_opportunity,M3OT/2/ir/val/2-08T,107.92349529417697,1.0,30,30,development,ocsort
True,True,True,True,0.19508087635040283,0.4233975524477613,82.48158449248876,1.0,47,33,True,4,0.03265304865404869,0.48658973617527435,26.76243548964009,accepted,47,same_identity,34,,ir,0.19508087635040283,47,26.76243548964009,same_identity,34,33,correct_fragment_opportunity,M3OT/2/ir/val/2-08T,314.83422396238893,1.0,34,33,development,ocsort
True,True,True,True,0.04198324680328369,0.29998600502612544,326.0362923704088,1.0,48,34,True,4,0.04205396903392412,0.6266805257340974,34.46742891537536,accepted,48,same_identity,35,,ir,0.04198324680328369,48,34.46742891537536,same_identity,35,34,correct_fragment_opportunity,M3OT/2/ir/val/2-08T,265.8616450317204,1.0,35,34,development,ocsort
True,True,True,True,0.09936046600341797,0.39007377105457247,224.93094224855304,1.0,44,36,True,4,0.0473557321608561,0.7056864264856574,38.81275345671116,accepted,44,same_identity,37,,ir,0.09936046600341797,44,38.81275345671116,same_identity,37,36,correct_fragment_opportunity,M3OT/2/ir/val/2-08T,83.039794921875,1.0,37,36,development,ocsort
False,False,False,False,0.027458488941192627,0.7069729808400673,259.7773103012005,1.0,49,37,False,4,0.12723665766079048,1.8960573127162264,104.28315219939245,geometry_gate,,,,,ir,0.05591130256652832,48,51.21077217686461,different_identity,38,37,correct_fragment_opportunity,M3OT/2/ir/val/2-08T,266.21447523124516,1.0,38,37,development,ocsort
False,True,False,False,0.07352787256240845,0.371293921933257,267.2571548370179,1.0,45,38,True,4,0.04935341463298765,0.7354555239250763,40.450053815879194,lost_outgoing_rank,45,same_identity,39,,ir,0.11108565330505371,46,29.325134895160613,different_identity,39,38,correct_fragment_opportunity,M3OT/2/ir/val/2-08T,81.98869748230209,1.0,39,38,development,ocsort
False,True,False,True,0.1862199306488037,0.41659661677471327,227.3834987487644,1.0,46,39,True,4,0.03326597250194224,0.4957234148281275,27.264787815547013,accepted,46,same_identity,40,,ir,0.1862199306488037,46,27.264787815547013,same_identity,40,39,correct_fragment_opportunity,M3OT/2/ir/val/2-08T,76.42088037414942,1.0,40,39,development,ocsort
,,,,0.2516130208969116,0.6000055044378766,254.87599847564707,1.0,27,27,,4,0.05556189176565893,0.8279731103239244,45.53852106781584,,,,,historical_geometry_first_reciprocal,ir,,,,,,,accepted_false_link,M3OT/2/ir/val/2-08T,134.50499534606934,1.0,16,17,development,ocsort
,,,,0.11108565330505371,0.34560103839042705,227.3834987487644,1.0,46,39,,4,0.03577981745678177,0.5331842708211021,29.325134895160613,,,,,controlled_cost_greedy,ir,,,,,,,accepted_false_link,M3OT/2/ir/val/2-08T,81.98869748230209,1.0,39,38,development,ocsort
,,,,0.24544203281402588,0.5763063121666022,267.2571548370179,1.0,45,38,,4,0.0521711899104537,0.777445493786387,42.75950215825129,,,,,controlled_cost_greedy,ir,,,,,,,accepted_false_link,M3OT/2/ir/val/2-08T,76.42088037414942,1.0,40,39,development,ocsort
,,,,0.2516130208969116,0.6000055044378766,254.87599847564707,1.0,27,27,,4,0.05556189176565893,0.8279731103239244,45.53852106781584,,,,,controlled_cost_greedy,ir,,,,,,,accepted_false_link,M3OT/2/ir/val/2-08T,134.50499534606934,1.0,16,17,development,ocsort
,,,,0.11108565330505371,0.34560103839042705,227.3834987487644,1.0,46,39,,4,0.03577981745678177,0.5331842708211021,29.325134895160613,,,,,controlled_cost_reciprocal,ir,,,,,,,accepted_false_link,M3OT/2/ir/val/2-08T,81.98869748230209,1.0,39,38,development,ocsort
,,,,0.2516130208969116,0.6000055044378766,254.87599847564707,1.0,27,27,,4,0.05556189176565893,0.8279731103239244,45.53852106781584,,,,,controlled_cost_reciprocal,ir,,,,,,,accepted_false_link,M3OT/2/ir/val/2-08T,134.50499534606934,1.0,16,17,development,ocsort
,,,,0.2516130208969116,0.6000055044378766,254.87599847564707,1.0,27,27,,4,0.05556189176565893,0.8279731103239244,45.53852106781584,,,,,controlled_cost_partial_hungarian,ir,,,,,,,accepted_false_link,M3OT/2/ir/val/2-08T,134.50499534606934,1.0,16,17,development,ocsort
True,False,True,False,0.17845773696899414,0.4214111204465482,118.47997466931702,1.0,9,7,True,2,0.04044524204144475,0.6027075714429974,33.14891642936485,lost_incoming_rank,9,different_identity,5,,ir,0.17845773696899414,9,33.14891642936485,same_identity,6,7,correct_fragment_opportunity,M3OT/1/ir/test/1-03T,322.1289762700908,1.0,6,7,held_out,bytetrack
,,,,0.1563396453857422,0.5730413359822591,118.47997466931702,1.0,9,7,,25,0.02447074325472777,0.36465852332763643,20.056218783020004,,,,,historical_geometry_first_reciprocal,ir,,,,,,,accepted_false_link,M3OT/1/ir/test/1-03T,324.89221761748195,1.0,5,6,held_out,bytetrack
,,,,0.19455301761627197,0.5977783273948547,380.6208474528976,1.0,19,16,,5,0.06564020318555701,0.9781582567969908,53.79870412383449,,,,,historical_geometry_first_reciprocal,ir,,,,,,,accepted_false_link,M3OT/1/ir/test/1-03T,270.4558069203049,1.0,17,14,held_out,bytetrack
,,,,0.19455301761627197,0.5977783273948547,380.6208474528976,1.0,19,16,,5,0.06564020318555701,0.9781582567969908,53.79870412383449,,,,,controlled_cost_greedy,ir,,,,,,,accepted_false_link,M3OT/1/ir/test/1-03T,270.4558069203049,1.0,17,14,held_out,bytetrack
,,,,0.19455301761627197,0.5977783273948547,380.6208474528976,1.0,19,16,,5,0.06564020318555701,0.9781582567969908,53.79870412383449,,,,,controlled_cost_reciprocal,ir,,,,,,,accepted_false_link,M3OT/1/ir/test/1-03T,270.4558069203049,1.0,17,14,held_out,bytetrack
,,,,0.18965846300125122,0.547322922249106,246.40293356962502,1.0,11,10,,2,0.06328807157759825,0.9431072234098137,51.870897287539755,,,,,controlled_cost_partial_hungarian,ir,,,,,,,accepted_false_link,M3OT/1/ir/test/1-03T,322.1289762700908,1.0,6,7,held_out,bytetrack
,,,,0.1563396453857422,0.5730413359822591,118.47997466931702,1.0,9,7,,25,0.02447074325472777,0.36465852332763643,20.056218783020004,,,,,controlled_cost_partial_hungarian,ir,,,,,,,accepted_false_link,M3OT/1/ir/test/1-03T,324.89221761748195,1.0,5,6,held_out,bytetrack
,,,,0.19455301761627197,0.5977783273948547,380.6208474528976,1.0,19,16,,5,0.06564020318555701,0.9781582567969908,53.79870412383449,,,,,controlled_cost_partial_hungarian,ir,,,,,,,accepted_false_link,M3OT/1/ir/test/1-03T,270.4558069203049,1.0,17,14,held_out,bytetrack
True,False,True,False,0.0898367166519165,0.3820820428648237,130.295093080902,1.0,9,7,True,4,0.047877188498132835,0.7134570730880827,39.24013901984455,lost_incoming_rank,9,different_identity,5,,ir,0.0898367166519165,9,39.24013901984455,same_identity,6,7,correct_fragment_opportunity,M3OT/1/ir/test/1-03T,312.8462607024703,1.0,6,7,held_out,ocsort
False,False,False,False,0.11483603715896606,1.2835424492326257,253.57029713131487,1.0,10,9,False,4,0.22376515269925376,3.334507223834657,183.39789731090613,geometry_gate,,,,,ir,,,,,,9,correct_fragment_opportunity,M3OT/1/ir/test/1-03T,306.27458201907575,1.0,8,9,held_out,ocsort
,,,,0.044152677059173584,0.44779789953125926,130.295093080902,1.0,9,7,,27,0.019877986703357307,0.2962181083965325,16.291995961809288,,,,,historical_geometry_first_reciprocal,ir,,,,,,,accepted_false_link,M3OT/1/ir/test/1-03T,322.10543397814035,1.0,5,6,held_out,ocsort
,,,,0.044152677059173584,0.44779789953125926,130.295093080902,1.0,9,7,,27,0.019877986703357307,0.2962181083965325,16.291995961809288,,,,,controlled_cost_partial_hungarian,ir,,,,,,,accepted_false_link,M3OT/1/ir/test/1-03T,322.10543397814035,1.0,5,6,held_out,ocsort
,,,,0.18513214588165283,0.5709829439384609,239.77224804693833,1.0,11,10,,4,0.06459000159762776,0.9625083455432069,52.937959004876376,,,,,controlled_cost_partial_hungarian,ir,,,,,,,accepted_false_link,M3OT/1/ir/test/1-03T,312.8462607024703,1.0,6,7,held_out,ocsort
False,False,False,False,0.06516814231872559,0.42190556887314484,294.90526454756036,1.0,8,4,True,2,0.06588612234019164,0.9818228988903492,54.00025943896921,lost_outgoing_rank,8,same_identity,3,,ir,0.0732489824295044,9,15.126618543314967,different_identity,3,4,correct_fragment_opportunity,M3OT/2/ir/test/2-03T,379.2332506198436,1.0,3,4,held_out,bytetrack
